
Training Epoch: [1 | 200] LR: 0.000100
[epoch: 1] (1/391) | Loss: 2.5868 | top1: 7.8125 | top5: 49.2188 
[epoch: 1] (371/391) | Loss: 1.5533 | top1: 46.5865 | top5: 89.5258 
[epoch: 1] (381/391) | Loss: 1.5479 | top1: 46.7581 | top5: 89.6551 
[epoch: 1] (391/391) | Loss: 1.5421 | top1: 46.9600 | top5: 89.8080 

Training Epoch: [2 | 200] LR: 0.000100
[epoch: 2] (1/391) | Loss: 1.1906 | top1: 62.5000 | top5: 99.2188 
[epoch: 2] (11/391) | Loss: 1.1905 | top1: 60.3693 | top5: 96.5909 
[epoch: 2] (21/391) | Loss: 1.1856 | top1: 61.3095 | top5: 95.9077 
[epoch: 2] (31/391) | Loss: 1.1910 | top1: 60.8115 | top5: 95.9677 
[epoch: 2] (41/391) | Loss: 1.1826 | top1: 60.8803 | top5: 95.8460 
[epoch: 2] (51/391) | Loss: 1.1711 | top1: 61.3664 | top5: 96.0325 
[epoch: 2] (61/391) | Loss: 1.1652 | top1: 61.8340 | top5: 96.2218 
[epoch: 2] (71/391) | Loss: 1.1627 | top1: 61.8618 | top5: 96.2038 
[epoch: 2] (81/391) | Loss: 1.1653 | top1: 62.0274 | top5: 96.1806 
[epoch: 2] (91/391) | Loss: 1.1620 | top1: 62.0536 | top5: 96.2655 
[epoch: 2] (101/391) | Loss: 1.1606 | top1: 62.1829 | top5: 96.3258 
[epoch: 2] (111/391) | Loss: 1.1616 | top1: 62.1059 | top5: 96.2204 
[epoch: 2] (121/391) | Loss: 1.1630 | top1: 62.0932 | top5: 96.2423 
[epoch: 2] (131/391) | Loss: 1.1584 | top1: 62.2615 | top5: 96.2488 
[epoch: 2] (141/391) | Loss: 1.1565 | top1: 62.4778 | top5: 96.2766 
[epoch: 2] (151/391) | Loss: 1.1564 | top1: 62.4948 | top5: 96.2800 
[epoch: 2] (161/391) | Loss: 1.1562 | top1: 62.5679 | top5: 96.2830 
[epoch: 2] (171/391) | Loss: 1.1539 | top1: 62.7147 | top5: 96.2856 
[epoch: 2] (181/391) | Loss: 1.1542 | top1: 62.6899 | top5: 96.2664 
[epoch: 2] (191/391) | Loss: 1.1520 | top1: 62.7700 | top5: 96.2655 
[epoch: 2] (201/391) | Loss: 1.1523 | top1: 62.7449 | top5: 96.2842 
[epoch: 2] (211/391) | Loss: 1.1510 | top1: 62.7481 | top5: 96.3159 
[epoch: 2] (221/391) | Loss: 1.1489 | top1: 62.7368 | top5: 96.3377 
[epoch: 2] (231/391) | Loss: 1.1483 | top1: 62.7300 | top5: 96.3068 
[epoch: 2] (241/391) | Loss: 1.1474 | top1: 62.6977 | top5: 96.3109 
[epoch: 2] (251/391) | Loss: 1.1464 | top1: 62.7366 | top5: 96.3272 
[epoch: 2] (261/391) | Loss: 1.1455 | top1: 62.7664 | top5: 96.3302 
[epoch: 2] (271/391) | Loss: 1.1438 | top1: 62.8258 | top5: 96.3244 
[epoch: 2] (281/391) | Loss: 1.1460 | top1: 62.7697 | top5: 96.2939 
[epoch: 2] (291/391) | Loss: 1.1473 | top1: 62.7228 | top5: 96.2897 
[epoch: 2] (301/391) | Loss: 1.1470 | top1: 62.7388 | top5: 96.2962 
[epoch: 2] (311/391) | Loss: 1.1483 | top1: 62.6859 | top5: 96.2922 
[epoch: 2] (321/391) | Loss: 1.1463 | top1: 62.7434 | top5: 96.3031 
[epoch: 2] (331/391) | Loss: 1.1464 | top1: 62.6935 | top5: 96.3062 
[epoch: 2] (341/391) | Loss: 1.1470 | top1: 62.6787 | top5: 96.3114 
[epoch: 2] (351/391) | Loss: 1.1462 | top1: 62.6558 | top5: 96.3230 
[epoch: 2] (361/391) | Loss: 1.1452 | top1: 62.6840 | top5: 96.3361 
[epoch: 2] (371/391) | Loss: 1.1452 | top1: 62.6979 | top5: 96.3338 
[epoch: 2] (381/391) | Loss: 1.1450 | top1: 62.7379 | top5: 96.3234 
[epoch: 2] (391/391) | Loss: 1.1457 | top1: 62.7440 | top5: 96.2920 

Training Epoch: [3 | 200] LR: 0.000100
[epoch: 3] (1/391) | Loss: 0.9089 | top1: 71.8750 | top5: 97.6562 
[epoch: 3] (11/391) | Loss: 0.9055 | top1: 72.5142 | top5: 98.1534 
[epoch: 3] (21/391) | Loss: 0.8803 | top1: 73.7723 | top5: 98.2887 
[epoch: 3] (31/391) | Loss: 0.8840 | top1: 73.0847 | top5: 98.3367 
[epoch: 3] (41/391) | Loss: 0.8842 | top1: 72.9040 | top5: 98.2279 
[epoch: 3] (51/391) | Loss: 0.8800 | top1: 73.1464 | top5: 98.3150 
[epoch: 3] (61/391) | Loss: 0.8793 | top1: 73.3222 | top5: 98.4247 
[epoch: 3] (71/391) | Loss: 0.8755 | top1: 73.5145 | top5: 98.4815 
[epoch: 3] (81/391) | Loss: 0.8726 | top1: 73.6400 | top5: 98.4086 
[epoch: 3] (91/391) | Loss: 0.8736 | top1: 73.6607 | top5: 98.3860 
[epoch: 3] (101/391) | Loss: 0.8732 | top1: 73.6773 | top5: 98.2983 
[epoch: 3] (111/391) | Loss: 0.8765 | top1: 73.6275 | top5: 98.3178 
[epoch: 3] (121/391) | Loss: 0.8812 | top1: 73.4504 | top5: 98.3342 
[epoch: 3] (131/391) | Loss: 0.8871 | top1: 73.2228 | top5: 98.3003 
[epoch: 3] (141/391) | Loss: 0.8905 | top1: 73.0663 | top5: 98.2657 
[epoch: 3] (151/391) | Loss: 0.8907 | top1: 73.0029 | top5: 98.2875 
[epoch: 3] (161/391) | Loss: 0.8916 | top1: 72.9571 | top5: 98.2968 
[epoch: 3] (171/391) | Loss: 0.8916 | top1: 72.9486 | top5: 98.2822 
[epoch: 3] (181/391) | Loss: 0.8926 | top1: 72.9239 | top5: 98.2864 
[epoch: 3] (191/391) | Loss: 0.8937 | top1: 72.8117 | top5: 98.2862 
[epoch: 3] (201/391) | Loss: 0.8941 | top1: 72.7651 | top5: 98.2665 
[epoch: 3] (211/391) | Loss: 0.8946 | top1: 72.7895 | top5: 98.2931 
[epoch: 3] (221/391) | Loss: 0.8946 | top1: 72.8365 | top5: 98.2714 
[epoch: 3] (231/391) | Loss: 0.8970 | top1: 72.7679 | top5: 98.2718 
[epoch: 3] (241/391) | Loss: 0.8972 | top1: 72.7600 | top5: 98.2819 
[epoch: 3] (251/391) | Loss: 0.8974 | top1: 72.7527 | top5: 98.2539 
[epoch: 3] (261/391) | Loss: 0.8984 | top1: 72.7281 | top5: 98.2459 
[epoch: 3] (271/391) | Loss: 0.8976 | top1: 72.7427 | top5: 98.2443 
[epoch: 3] (281/391) | Loss: 0.9002 | top1: 72.6535 | top5: 98.2234 
[epoch: 3] (291/391) | Loss: 0.9019 | top1: 72.5703 | top5: 98.2200 
[epoch: 3] (301/391) | Loss: 0.9036 | top1: 72.5005 | top5: 98.2039 
[epoch: 3] (311/391) | Loss: 0.9048 | top1: 72.4151 | top5: 98.1913 
[epoch: 3] (321/391) | Loss: 0.9040 | top1: 72.5029 | top5: 98.1795 
[epoch: 3] (331/391) | Loss: 0.9050 | top1: 72.4674 | top5: 98.1731 
[epoch: 3] (341/391) | Loss: 0.9060 | top1: 72.4157 | top5: 98.1694 
[epoch: 3] (351/391) | Loss: 0.9084 | top1: 72.3268 | top5: 98.1726 
[epoch: 3] (361/391) | Loss: 0.9092 | top1: 72.3122 | top5: 98.1670 
[epoch: 3] (371/391) | Loss: 0.9100 | top1: 72.2814 | top5: 98.1490 
[epoch: 3] (381/391) | Loss: 0.9105 | top1: 72.2605 | top5: 98.1463 
[epoch: 3] (391/391) | Loss: 0.9106 | top1: 72.2740 | top5: 98.1480 

Training Epoch: [4 | 200] LR: 0.000100
[epoch: 4] (1/391) | Loss: 0.6627 | top1: 82.8125 | top5: 99.2188 
[epoch: 4] (11/391) | Loss: 0.6466 | top1: 83.5938 | top5: 99.5028 
[epoch: 4] (21/391) | Loss: 0.6799 | top1: 82.2173 | top5: 99.2560 
[epoch: 4] (31/391) | Loss: 0.6745 | top1: 82.5857 | top5: 99.2188 
[epoch: 4] (41/391) | Loss: 0.6607 | top1: 82.9078 | top5: 99.2188 
[epoch: 4] (51/391) | Loss: 0.6606 | top1: 82.5827 | top5: 99.2341 
[epoch: 4] (61/391) | Loss: 0.6625 | top1: 82.5564 | top5: 99.2059 
[epoch: 4] (71/391) | Loss: 0.6651 | top1: 82.4494 | top5: 99.1967 
[epoch: 4] (81/391) | Loss: 0.6618 | top1: 82.4942 | top5: 99.2091 
[epoch: 4] (91/391) | Loss: 0.6609 | top1: 82.4691 | top5: 99.2102 
[epoch: 4] (101/391) | Loss: 0.6593 | top1: 82.4567 | top5: 99.2110 
[epoch: 4] (111/391) | Loss: 0.6582 | top1: 82.4817 | top5: 99.2399 
[epoch: 4] (121/391) | Loss: 0.6601 | top1: 82.3024 | top5: 99.2381 
[epoch: 4] (131/391) | Loss: 0.6615 | top1: 82.3115 | top5: 99.2247 
[epoch: 4] (141/391) | Loss: 0.6624 | top1: 82.3027 | top5: 99.2354 
[epoch: 4] (151/391) | Loss: 0.6666 | top1: 82.2434 | top5: 99.2446 
[epoch: 4] (161/391) | Loss: 0.6697 | top1: 82.1040 | top5: 99.2382 
[epoch: 4] (171/391) | Loss: 0.6711 | top1: 82.0861 | top5: 99.2142 
[epoch: 4] (181/391) | Loss: 0.6736 | top1: 82.0226 | top5: 99.2101 
[epoch: 4] (191/391) | Loss: 0.6719 | top1: 82.0558 | top5: 99.2106 
[epoch: 4] (201/391) | Loss: 0.6717 | top1: 82.0779 | top5: 99.2188 
[epoch: 4] (211/391) | Loss: 0.6729 | top1: 82.0053 | top5: 99.2336 
[epoch: 4] (221/391) | Loss: 0.6733 | top1: 81.9712 | top5: 99.2152 
[epoch: 4] (231/391) | Loss: 0.6755 | top1: 81.8723 | top5: 99.2120 
[epoch: 4] (241/391) | Loss: 0.6755 | top1: 81.9016 | top5: 99.2090 
[epoch: 4] (251/391) | Loss: 0.6788 | top1: 81.8258 | top5: 99.2001 
[epoch: 4] (261/391) | Loss: 0.6794 | top1: 81.7828 | top5: 99.2038 
[epoch: 4] (271/391) | Loss: 0.6797 | top1: 81.8006 | top5: 99.2072 
[epoch: 4] (281/391) | Loss: 0.6806 | top1: 81.7226 | top5: 99.1882 
[epoch: 4] (291/391) | Loss: 0.6803 | top1: 81.7547 | top5: 99.1892 
[epoch: 4] (301/391) | Loss: 0.6804 | top1: 81.7535 | top5: 99.1928 
[epoch: 4] (311/391) | Loss: 0.6819 | top1: 81.7022 | top5: 99.1886 
[epoch: 4] (321/391) | Loss: 0.6830 | top1: 81.6832 | top5: 99.1822 
[epoch: 4] (331/391) | Loss: 0.6833 | top1: 81.6607 | top5: 99.1833 
[epoch: 4] (341/391) | Loss: 0.6839 | top1: 81.6120 | top5: 99.1775 
[epoch: 4] (351/391) | Loss: 0.6852 | top1: 81.5282 | top5: 99.1676 
[epoch: 4] (361/391) | Loss: 0.6869 | top1: 81.4318 | top5: 99.1733 
[epoch: 4] (371/391) | Loss: 0.6879 | top1: 81.3658 | top5: 99.1682 
[epoch: 4] (381/391) | Loss: 0.6904 | top1: 81.2849 | top5: 99.1552 
[epoch: 4] (391/391) | Loss: 0.6918 | top1: 81.2420 | top5: 99.1560 

Training Epoch: [5 | 200] LR: 0.000100
[epoch: 5] (1/391) | Loss: 0.4214 | top1: 92.1875 | top5: 100.0000 
[epoch: 5] (11/391) | Loss: 0.4796 | top1: 88.6364 | top5: 99.6449 
[epoch: 5] (21/391) | Loss: 0.4711 | top1: 89.0997 | top5: 99.7396 
[epoch: 5] (31/391) | Loss: 0.4661 | top1: 89.5665 | top5: 99.7984 
[epoch: 5] (41/391) | Loss: 0.4547 | top1: 90.1486 | top5: 99.7523 
[epoch: 5] (51/391) | Loss: 0.4447 | top1: 90.5178 | top5: 99.7549 
[epoch: 5] (61/391) | Loss: 0.4367 | top1: 90.8427 | top5: 99.7823 
[epoch: 5] (71/391) | Loss: 0.4362 | top1: 90.7240 | top5: 99.7909 
[epoch: 5] (81/391) | Loss: 0.4405 | top1: 90.6829 | top5: 99.7975 
[epoch: 5] (91/391) | Loss: 0.4414 | top1: 90.6765 | top5: 99.7768 
[epoch: 5] (101/391) | Loss: 0.4405 | top1: 90.7720 | top5: 99.7834 
[epoch: 5] (111/391) | Loss: 0.4405 | top1: 90.7939 | top5: 99.7607 
[epoch: 5] (121/391) | Loss: 0.4413 | top1: 90.7864 | top5: 99.7546 
[epoch: 5] (131/391) | Loss: 0.4405 | top1: 90.7681 | top5: 99.7674 
[epoch: 5] (141/391) | Loss: 0.4408 | top1: 90.7081 | top5: 99.7673 
[epoch: 5] (151/391) | Loss: 0.4404 | top1: 90.7026 | top5: 99.7672 
[epoch: 5] (161/391) | Loss: 0.4413 | top1: 90.6929 | top5: 99.7719 
[epoch: 5] (171/391) | Loss: 0.4427 | top1: 90.6524 | top5: 99.7716 
[epoch: 5] (181/391) | Loss: 0.4447 | top1: 90.5646 | top5: 99.7712 
[epoch: 5] (191/391) | Loss: 0.4461 | top1: 90.4777 | top5: 99.7669 
[epoch: 5] (201/391) | Loss: 0.4468 | top1: 90.4656 | top5: 99.7668 
[epoch: 5] (211/391) | Loss: 0.4496 | top1: 90.4028 | top5: 99.7630 
[epoch: 5] (221/391) | Loss: 0.4519 | top1: 90.3422 | top5: 99.7667 
[epoch: 5] (231/391) | Loss: 0.4519 | top1: 90.3578 | top5: 99.7599 
[epoch: 5] (241/391) | Loss: 0.4523 | top1: 90.3041 | top5: 99.7634 
[epoch: 5] (251/391) | Loss: 0.4545 | top1: 90.2453 | top5: 99.7572 
[epoch: 5] (261/391) | Loss: 0.4550 | top1: 90.2029 | top5: 99.7486 
[epoch: 5] (271/391) | Loss: 0.4580 | top1: 90.1061 | top5: 99.7492 
[epoch: 5] (281/391) | Loss: 0.4614 | top1: 90.0022 | top5: 99.7498 
[epoch: 5] (291/391) | Loss: 0.4643 | top1: 89.8974 | top5: 99.7503 
[epoch: 5] (301/391) | Loss: 0.4692 | top1: 89.7295 | top5: 99.7430 
[epoch: 5] (311/391) | Loss: 0.4734 | top1: 89.5750 | top5: 99.7312 
[epoch: 5] (321/391) | Loss: 0.4758 | top1: 89.4470 | top5: 99.7298 
[epoch: 5] (331/391) | Loss: 0.4776 | top1: 89.3717 | top5: 99.7309 
[epoch: 5] (341/391) | Loss: 0.4786 | top1: 89.3603 | top5: 99.7297 
[epoch: 5] (351/391) | Loss: 0.4804 | top1: 89.3096 | top5: 99.7240 
[epoch: 5] (361/391) | Loss: 0.4832 | top1: 89.2421 | top5: 99.7295 
[epoch: 5] (371/391) | Loss: 0.4855 | top1: 89.1636 | top5: 99.7199 
[epoch: 5] (381/391) | Loss: 0.4873 | top1: 89.1261 | top5: 99.7088 
[epoch: 5] (391/391) | Loss: 0.4884 | top1: 89.0980 | top5: 99.7100 

Training Epoch: [6 | 200] LR: 0.000100
[epoch: 6] (1/391) | Loss: 0.2505 | top1: 97.6562 | top5: 100.0000 
[epoch: 6] (11/391) | Loss: 0.3121 | top1: 95.4545 | top5: 100.0000 
[epoch: 6] (21/391) | Loss: 0.3093 | top1: 95.3869 | top5: 99.8884 
[epoch: 6] (31/391) | Loss: 0.3053 | top1: 95.3377 | top5: 99.8992 
[epoch: 6] (41/391) | Loss: 0.3020 | top1: 95.1601 | top5: 99.9238 
[epoch: 6] (51/391) | Loss: 0.2976 | top1: 95.1593 | top5: 99.9081 
[epoch: 6] (61/391) | Loss: 0.2934 | top1: 95.3637 | top5: 99.9232 
[epoch: 6] (71/391) | Loss: 0.2882 | top1: 95.5546 | top5: 99.9120 
[epoch: 6] (81/391) | Loss: 0.2835 | top1: 95.7369 | top5: 99.9228 
[epoch: 6] (91/391) | Loss: 0.2797 | top1: 95.9392 | top5: 99.9313 
[epoch: 6] (101/391) | Loss: 0.2760 | top1: 95.9545 | top5: 99.9381 
[epoch: 6] (111/391) | Loss: 0.2750 | top1: 95.9459 | top5: 99.9367 
[epoch: 6] (121/391) | Loss: 0.2772 | top1: 95.8936 | top5: 99.9419 
[epoch: 6] (131/391) | Loss: 0.2786 | top1: 95.8850 | top5: 99.9463 
[epoch: 6] (141/391) | Loss: 0.2784 | top1: 95.9552 | top5: 99.9501 
[epoch: 6] (151/391) | Loss: 0.2799 | top1: 95.9334 | top5: 99.9431 
[epoch: 6] (161/391) | Loss: 0.2804 | top1: 96.0161 | top5: 99.9369 
[epoch: 6] (171/391) | Loss: 0.2816 | top1: 95.9567 | top5: 99.9406 
[epoch: 6] (181/391) | Loss: 0.2831 | top1: 95.8952 | top5: 99.9439 
[epoch: 6] (191/391) | Loss: 0.2830 | top1: 95.8238 | top5: 99.9427 
[epoch: 6] (201/391) | Loss: 0.2851 | top1: 95.7867 | top5: 99.9456 
[epoch: 6] (211/391) | Loss: 0.2865 | top1: 95.7753 | top5: 99.9445 
[epoch: 6] (221/391) | Loss: 0.2863 | top1: 95.7685 | top5: 99.9328 
[epoch: 6] (231/391) | Loss: 0.2882 | top1: 95.7150 | top5: 99.9222 
[epoch: 6] (241/391) | Loss: 0.2896 | top1: 95.6626 | top5: 99.9254 
[epoch: 6] (251/391) | Loss: 0.2913 | top1: 95.6269 | top5: 99.9253 
[epoch: 6] (261/391) | Loss: 0.2940 | top1: 95.6058 | top5: 99.9252 
[epoch: 6] (271/391) | Loss: 0.2966 | top1: 95.5835 | top5: 99.9250 
[epoch: 6] (281/391) | Loss: 0.2992 | top1: 95.5210 | top5: 99.9194 
[epoch: 6] (291/391) | Loss: 0.3018 | top1: 95.4387 | top5: 99.9168 
[epoch: 6] (301/391) | Loss: 0.3041 | top1: 95.3956 | top5: 99.9169 
[epoch: 6] (311/391) | Loss: 0.3052 | top1: 95.3527 | top5: 99.9171 
[epoch: 6] (321/391) | Loss: 0.3076 | top1: 95.2955 | top5: 99.9197 
[epoch: 6] (331/391) | Loss: 0.3087 | top1: 95.2488 | top5: 99.9198 
[epoch: 6] (341/391) | Loss: 0.3116 | top1: 95.1750 | top5: 99.9152 
[epoch: 6] (351/391) | Loss: 0.3134 | top1: 95.1278 | top5: 99.9154 
[epoch: 6] (361/391) | Loss: 0.3161 | top1: 95.0983 | top5: 99.9113 
[epoch: 6] (371/391) | Loss: 0.3183 | top1: 95.0493 | top5: 99.9137 
[epoch: 6] (381/391) | Loss: 0.3207 | top1: 94.9947 | top5: 99.9118 
[epoch: 6] (391/391) | Loss: 0.3235 | top1: 94.9320 | top5: 99.9100 

Training Epoch: [7 | 200] LR: 0.000100
[epoch: 7] (1/391) | Loss: 0.1862 | top1: 98.4375 | top5: 100.0000 
[epoch: 7] (11/391) | Loss: 0.2367 | top1: 97.0881 | top5: 99.7159 
[epoch: 7] (21/391) | Loss: 0.2289 | top1: 97.1354 | top5: 99.8512 
[epoch: 7] (31/391) | Loss: 0.2158 | top1: 97.6058 | top5: 99.8740 
[epoch: 7] (41/391) | Loss: 0.2061 | top1: 97.7896 | top5: 99.9047 
[epoch: 7] (51/391) | Loss: 0.2026 | top1: 97.9013 | top5: 99.9234 
[epoch: 7] (61/391) | Loss: 0.1992 | top1: 97.8996 | top5: 99.9232 
[epoch: 7] (71/391) | Loss: 0.1974 | top1: 97.8873 | top5: 99.9340 
[epoch: 7] (81/391) | Loss: 0.1919 | top1: 97.9842 | top5: 99.9421 
[epoch: 7] (91/391) | Loss: 0.1906 | top1: 98.0683 | top5: 99.9485 
[epoch: 7] (101/391) | Loss: 0.1883 | top1: 98.1513 | top5: 99.9536 
[epoch: 7] (111/391) | Loss: 0.1852 | top1: 98.2193 | top5: 99.9578 
[epoch: 7] (121/391) | Loss: 0.1847 | top1: 98.2632 | top5: 99.9613 
[epoch: 7] (131/391) | Loss: 0.1841 | top1: 98.2824 | top5: 99.9642 
[epoch: 7] (141/391) | Loss: 0.1839 | top1: 98.2768 | top5: 99.9668 
[epoch: 7] (151/391) | Loss: 0.1840 | top1: 98.2719 | top5: 99.9638 
[epoch: 7] (161/391) | Loss: 0.1836 | top1: 98.2774 | top5: 99.9660 
[epoch: 7] (171/391) | Loss: 0.1829 | top1: 98.3187 | top5: 99.9680 
[epoch: 7] (181/391) | Loss: 0.1825 | top1: 98.3382 | top5: 99.9698 
[epoch: 7] (191/391) | Loss: 0.1821 | top1: 98.3352 | top5: 99.9714 
[epoch: 7] (201/391) | Loss: 0.1833 | top1: 98.3092 | top5: 99.9728 
[epoch: 7] (211/391) | Loss: 0.1834 | top1: 98.3153 | top5: 99.9741 
[epoch: 7] (221/391) | Loss: 0.1839 | top1: 98.3244 | top5: 99.9753 
[epoch: 7] (231/391) | Loss: 0.1846 | top1: 98.3090 | top5: 99.9763 
[epoch: 7] (241/391) | Loss: 0.1852 | top1: 98.3176 | top5: 99.9773 
[epoch: 7] (251/391) | Loss: 0.1868 | top1: 98.2756 | top5: 99.9782 
[epoch: 7] (261/391) | Loss: 0.1876 | top1: 98.2669 | top5: 99.9790 
[epoch: 7] (271/391) | Loss: 0.1884 | top1: 98.2761 | top5: 99.9769 
[epoch: 7] (281/391) | Loss: 0.1891 | top1: 98.2596 | top5: 99.9778 
[epoch: 7] (291/391) | Loss: 0.1896 | top1: 98.2630 | top5: 99.9785 
[epoch: 7] (301/391) | Loss: 0.1902 | top1: 98.2636 | top5: 99.9792 
[epoch: 7] (311/391) | Loss: 0.1918 | top1: 98.2365 | top5: 99.9774 
[epoch: 7] (321/391) | Loss: 0.1927 | top1: 98.2014 | top5: 99.9757 
[epoch: 7] (331/391) | Loss: 0.1936 | top1: 98.1991 | top5: 99.9764 
[epoch: 7] (341/391) | Loss: 0.1950 | top1: 98.1786 | top5: 99.9748 
[epoch: 7] (351/391) | Loss: 0.1969 | top1: 98.1170 | top5: 99.9755 
[epoch: 7] (361/391) | Loss: 0.1976 | top1: 98.1194 | top5: 99.9762 
[epoch: 7] (371/391) | Loss: 0.1991 | top1: 98.0879 | top5: 99.9747 
[epoch: 7] (381/391) | Loss: 0.2003 | top1: 98.0520 | top5: 99.9754 
[epoch: 7] (391/391) | Loss: 0.2024 | top1: 98.0020 | top5: 99.9740 

Training Epoch: [8 | 200] LR: 0.000100
[epoch: 8] (1/391) | Loss: 0.1240 | top1: 95.3125 | top5: 100.0000 
[epoch: 8] (11/391) | Loss: 0.1600 | top1: 97.7983 | top5: 100.0000 
[epoch: 8] (21/391) | Loss: 0.1644 | top1: 98.0655 | top5: 100.0000 
[epoch: 8] (31/391) | Loss: 0.1597 | top1: 98.3115 | top5: 100.0000 
[epoch: 8] (41/391) | Loss: 0.1507 | top1: 98.5328 | top5: 100.0000 
[epoch: 8] (51/391) | Loss: 0.1486 | top1: 98.6673 | top5: 100.0000 
[epoch: 8] (61/391) | Loss: 0.1461 | top1: 98.7193 | top5: 100.0000 
[epoch: 8] (71/391) | Loss: 0.1435 | top1: 98.8116 | top5: 100.0000 
[epoch: 8] (81/391) | Loss: 0.1402 | top1: 98.8619 | top5: 100.0000 
[epoch: 8] (91/391) | Loss: 0.1377 | top1: 98.8925 | top5: 100.0000 
[epoch: 8] (101/391) | Loss: 0.1344 | top1: 98.9248 | top5: 100.0000 
[epoch: 8] (111/391) | Loss: 0.1340 | top1: 98.9583 | top5: 100.0000 
[epoch: 8] (121/391) | Loss: 0.1340 | top1: 99.0057 | top5: 100.0000 
[epoch: 8] (131/391) | Loss: 0.1327 | top1: 99.0339 | top5: 100.0000 
[epoch: 8] (141/391) | Loss: 0.1330 | top1: 99.0581 | top5: 100.0000 
[epoch: 8] (151/391) | Loss: 0.1323 | top1: 99.0687 | top5: 100.0000 
[epoch: 8] (161/391) | Loss: 0.1317 | top1: 99.1071 | top5: 100.0000 
[epoch: 8] (171/391) | Loss: 0.1325 | top1: 99.1319 | top5: 100.0000 
[epoch: 8] (181/391) | Loss: 0.1332 | top1: 99.1367 | top5: 99.9957 
[epoch: 8] (191/391) | Loss: 0.1335 | top1: 99.1369 | top5: 99.9959 
[epoch: 8] (201/391) | Loss: 0.1354 | top1: 99.1177 | top5: 99.9961 
[epoch: 8] (211/391) | Loss: 0.1354 | top1: 99.1003 | top5: 99.9926 
[epoch: 8] (221/391) | Loss: 0.1364 | top1: 99.0915 | top5: 99.9929 
[epoch: 8] (231/391) | Loss: 0.1378 | top1: 99.0767 | top5: 99.9932 
[epoch: 8] (241/391) | Loss: 0.1399 | top1: 99.0599 | top5: 99.9935 
